,name,host_id,host_name,host_location,latitude,longitude,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,amenities,first_review,last_review,license,hosts_time_as_user_years,hosts_time_as_host_years,host_listings_count,accommodates,bathrooms,bedrooms,beds,reviews_per_month,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count
9703,Aiguablava - 1 bedroom and pool in Pedralbes,346367515,Ukio,"Barcelona, Spain",41.388902258101616,2.128086016853309,f,t,t,les Corts,Les Corts,Entire rental unit,Entire home/apt,"[""Pool"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Pets allowed"", ""First aid kit"", ""Smoke alarm"", ""Doorman"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Record player"", ""Kitchen"", ""Hair dryer"", ""Patio or balcony"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Ceiling fan"", ""Blender"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Cleaning products"", ""Iron"", ""Essentials""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCNT00000806000075801300000000000000000000000000007,6.0,6.0,7.0,3.0,1.0,1.0,2.0,0.0,125.23,31.0,125.0,125.0,31.0,125.0,0,24,24,269,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,6.0
9704,Apartament La boqueria Atic,529583861,Happy Flats,No especificado,41.3823214,2.1731078,f,t,t,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Pets allowed"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Toaster"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Outdoor shower"", ""Ethernet connection"", ""Smart lock"", ""Body soap"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Iron"", ""Fast wifi \u2013 500 Mbps"", ""Self check-in""]",2024-05-04,2026-06-02,Barcelona - Regional registration number<br />HUTB-078574<br /><br />Spain - National registration number<br />ESFCTU00000805400006255300000000000000000HUTB-0785747,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.49,168.46,1.0,365.0,365.0,1.0,365.0,12,42,57,309,65.0,34.0,2.0,37.0,204,34366.0,4.57,4.49,4.72,4.51,4.75,4.8,4.34,4.0
9705,Appartement rénové en plein centre de Barcelone !,564785158,Armelle,No especificado,41.3815986,2.1664186,f,t,t,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Toaster"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker: french press"", ""Baking sheet"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Iron"", ""Movie theater"", ""Essentials""]",2024-04-11,2026-04-30,Sin licencia registrada,2.0,2.0,1.0,4.0,1.0,2.0,3.0,0.15,64.0,32.0,200.0,200.0,32.0,200.0,0,0,28,118,4.0,3.0,0.0,2.0,192,12288.0,5.0,5.0,4.8,5.0,5.0,4.8,4.5,1.0
9706,2ESC1067- Magnific 2br flat in the gothic district,9400556,Loca Bcn,"Barcelona, Spain",41.38314781591984,2.1747175862754715,f,t,t,el Barri Gòtic,Ciutat Vella,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-03-20,2026-05-26,Spain - National registration number<br />ESHFTU00000811900008678400300000000000HUTB-078561-121<br /><br />Barcelona - Regional registration number<br />HUTB-078561,12.0,12.0,132.0,5.0,2.0,2.0,3.0,3.12,359.8,2.0,365.0,365.0,2.0,365.0,14,42,72,344,86.0,29.0,1.0,29.0,174,62605.0,4.26,4.8,4.73,4.8,4.6,4.62,4.05,6.0
9707,Habitación con mucha luz natural,150467267,Diego,"Barcelona, Spain",41.3926684912238,2.167023718357086,f,t,t,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,"[""Hot water kettle"", ""Courtyard view"", ""Freezer"", ""Dishes and silverware"", ""First aid kit"", ""Game console: PS4"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Paid parking lot off premises"", ""Portable fans"", ""Arcade games"", ""Outdoor dining area"", ""Dedicated workspace"", ""Bathtub"", ""Lock on bedroom door"", ""Elevator"", ""Drying rack for clothing"", ""Sony sound system with Bluetooth and aux"", ""Coffee maker: french press"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Barbecue utensils"", ""BBQ grill"", ""Dove body soap"", ""City skyline view"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Dove shampoo"", ""Refrigerator"", ""Host greets you"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Clothing storage: dresser"", ""Essentials"", ""Fast wifi \u2013 311 Mbps"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Bidet""]",Sin reseñas,Sin reseñas,Sin licencia registrada,8.0,4.0,1.0,1.0,1.5,2.0,1.0,0.0,177.67,31.0,200.0,200.0,31.0,200.0,29,59,89,269,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,1.0
9708,12mal1146 - Fantastic Apartment,562920793,Mercantil Brescia,No especificado,41.40679967946384,2.1779458627215713,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""TV"", ""Elevator"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Stainless steel electric stove""]",2024-03-23,2026-06-09,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076658309<br /><br />Barcelona - Regional registration number<br />HUTB-076658,2.0,2.0,23.0,5.0,2.0,2.0,3.0,0.18,301.0,2.0,365.0,365.0,2.0,365.0,4,13,26,272,5.0,2.0,1.0,1.0,12,3612.0,5.0,5.0,5.0,5.0,4.6,5.0,4.8,23.0
9709,13MAL1077-Magnific 2br&2bh flat in Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40537,2.17721,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Central heating"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Other stainless steel electric stove"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-03-21,2026-06-22,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076660869<br /><br />Barcelona - Regional registration number<br />HUTB-076657,2.0,2.0,23.0,5.0,2.0,2.0,2.0,0.3,303.5,2.0,365.0,365.0,2.0,365.0,4,10,15,180,148.0,2.0,0.0,1.0,255,77393.0,4.79,4.89,4.91,4.83,4.75,4.86,4.71,23.0
9710,14MAL1157 - Fantastic apartment,562920793,Mercantil Brescia,No especificado,41.40703,2.17929,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""TV"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Stainless steel electric stove"", ""Essentials""]",2024-03-24,2026-06-16,Barcelona - Regional registration number<br />HUTB-076660<br /><br />Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076660869,2.0,2.0,23.0,5.0,2.0,2.0,2.0,0.22,302.5,1.0,365.0,365.0,2.0,365.0,10,28,49,304,6.0,3.0,1.0,2.0,18,5445.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,23.0
9711,21mal1089-Magnific apartment near Sagrada familia,562920793,Mercantil Brescia,No especificado,41.40498,2.17875,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Wifi"", ""Cooking basics"", ""Other induction stove"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Host greets you"", ""Iron"", ""Essentials""]",2024-03-26,2026-06-21,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076659535<br /><br />Barcelona - Regional registration number<br />HUTB-076659,2.0,2.0,23.0,5.0,1.0,2.0,3.0,2.92,268.88,2.0,365.0,365.0,2.0,365.0,6,12,27,293,80.0,31.0,1.0,1.0,186,50012.0,4.76,4.86,4.83,4.83,4.8,4.84,4.55,23.0
9712,22MAL1074- 2BR and 2BH near sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40534330819267,2.1771515894076012,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Crib - available upon request"", ""Heating"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-03-18,2026-06-14,Barcelona - Regional registration number<br />HUTB-076673<br /><br />Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076673913,2.0,2.0,23.0,4.0,2.0,2.0,2.0,0.3,308.03,2.0,365.0,365.0,2.0,365.0,5,14,20,255,142.0,2.0,5.0,1.0,255,78548.0,4.8,4.87,4.85,4.82,4.86,4.87,4.68,23.0
9713,23MAL1075-Beautiful 2BR & 2BH near Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40659,2.17881,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Oven"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Essentials""]",2024-03-17,2026-06-23,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076671858<br /><br />Barcelona - Regional registration number<br />HUTB-076671,2.0,2.0,23.0,5.0,2.0,2.0,3.0,0.3,252.23,2.0,365.0,365.0,2.0,365.0,4,22,37,287,149.0,2.0,0.0,1.0,255,64319.0,4.81,4.85,4.89,4.86,4.76,4.91,4.68,23.0
9714,24mal1073-Marvellous 2BR flat near Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.4043860812906,2.175859026888966,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Essentials""]",2024-03-10,2026-06-15,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076682113<br /><br />Barcelona - Regional registration number<br />HUTB-076682,2.0,2.0,23.0,5.0,2.0,2.0,3.0,0.3,308.03,2.0,365.0,365.0,2.0,365.0,4,15,24,258,135.0,2.0,2.0,1.0,255,78548.0,4.74,4.75,4.87,4.79,4.79,4.92,4.62,23.0
9715,31mal1054 - Fantastic apartment Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40493,2.17788,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Central heating"", ""Stove"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Wifi"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Host greets you"", ""Iron"", ""Essentials""]",2024-03-20,2026-06-14,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076679717<br /><br />Barcelona - Regional registration number<br />HUTB-076679,2.0,2.0,23.0,5.0,2.0,2.0,3.0,2.43,308.03,2.0,365.0,365.0,2.0,365.0,5,18,32,285,67.0,2.0,3.0,41.0,255,78548.0,4.82,4.9,4.91,4.76,4.73,4.9,4.64,23.0
9716,33MAL1082- Big 3br apartment near Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.4052,2.17755,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Laundromat nearby"", ""Dining table"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Cooking basics"", ""Other induction stove"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron""]",2024-03-25,2026-05-29,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076646726<br /><br />Barcelona - Regional registration number<br />HUTB-076646,2.0,2.0,23.0,5.0,1.0,3.0,3.0,0.3,403.5,2.0,365.0,365.0,2.0,365.0,6,10,35,280,134.0,2.0,1.0,1.0,255,4900.0,4.81,4.89,4.91,4.78,4.85,4.9,4.57,23.0
9717,34MAL1078- New&Bright 3br Apt near Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40651718251824,2.179245522610344,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-04-07,2026-06-14,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076686159<br /><br />Barcelona - Regional registration number<br />HUTB-076686,2.0,2.0,23.0,4.0,1.0,3.0,3.0,3.7,222.08,2.0,365.0,365.0,2.0,365.0,6,15,24,284,100.0,38.0,2.0,41.0,228,50634.0,4.77,4.78,4.95,4.83,4.73,4.88,4.61,23.0
9718,42MAL1083 - Amazing New 2BR Flat in the center,562920793,Mercantil Brescia,No especificado,41.405,2.17864,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Coffee maker: Nespresso"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron""]",2024-03-26,2026-06-22,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076649086<br /><br />Barcelona - Regional registration number<br />HUTB-076649,2.0,2.0,23.0,4.0,1.0,2.0,2.0,3.47,236.33,2.0,365.0,365.0,2.0,365.0,5,8,12,247,95.0,43.0,2.0,1.0,255,60264.0,4.76,4.8,4.82,4.8,4.83,4.82,4.61,23.0
9719,43MAL1000-Nice&Bright 2BR next to Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.405489390146045,2.179196950315907,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Other induction stove"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron""]",2024-03-26,2026-06-13,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076648744<br /><br />Barcelona - Regional registration number<br />hutb-076648,2.0,2.0,23.0,5.0,1.0,2.0,2.0,3.58,381.5,2.0,365.0,365.0,2.0,365.0,3,10,17,271,98.0,44.0,4.0,1.0,255,4900.0,4.69,4.8,4.85,4.73,4.77,4.77,4.58,23.0
9720,44MAL1084 - Bright 2br apartment,562920793,Mercantil Brescia,No especificado,41.40473293279035,2.177677684303168,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""Other induction stove"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron""]",2024-03-21,2026-06-14,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076651256<br /><br />Barcelona - Regional registration number<br />HUTB-076651,2.0,2.0,23.0,4.0,2.0,2.0,3.0,3.7,328.5,2.0,365.0,365.0,2.0,365.0,0,11,17,256,102.0,2.0,4.0,1.0,255,4900.0,4.82,4.81,4.89,4.91,4.83,4.84,4.68,23.0
9721,E1MAL1079 - Fantastic 1br flat in the center,562920793,Mercantil Brescia,No especificado,41.40552358380619,2.1773242275930036,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Wine glasses"", ""Cooking basics"", ""City skyline view"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-03-21,2026-06-08,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076680096<br /><br />Barcelona - Regional registration number<br />HUTB-076680,2.0,2.0,23.0,4.0,1.0,1.0,2.0,2.94,305.78,2.0,365.0,365.0,2.0,365.0,13,37,63,336,81.0,29.0,2.0,33.0,174,53206.0,4.7,4.85,4.83,4.9,4.81,4.8,4.53,23.0
9722,E2MAL1052 - Fantastic apartment Sagrada Familia,562920793,Mercantil Brescia,No especificado,41.40526793166758,2.1791119058922837,t,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Central air conditioning"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Central heating"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""TV"", ""Toaster"", ""Paid crib - available upon request"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Cooking basics"", ""Other induction stove"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2024-03-22,2026-06-12,Spain - National registration number<br />ESFCTU000008073000933731000000000000000HUTB-076645934<br /><br />Barcelona - Regional registration number<br />HUTB-076645,2.0,2.0,23.0,5.0,2.0,2.0,3.0,2.69,370.58,2.0,365.0,365.0,2.0,365.0,12,42,56,307,74.0,2.0,2.0,41.0,255,4900.0,4.82,4.85,4.92,4.82,4.84,4.91,4.73,23.0
